NAME,B01003_001E,C17002_002E,C17002_003E,B03002_003E,B03002_012E,B25044_003E,B25044_010E,state,county,tract,block group,total_pop,pct_poverty_proxy,pct_minority,pct_hispanic,pct_no_vehicle,GEOID
Block Group 1; Census Tract 45.02; Bernalillo County; New Mexico,2386,112,280,98,2210,92,82,35,001,004502,1,2386,16.429170159262362,95.89270746018441,92.62363788767813,7.292539815590946,350010045021
Block Group 2; Census Tract 45.02; Bernalillo County; New Mexico,852,21,123,200,595,10,0,35,001,004502,2,852,16.901408450704224,76.52582159624413,69.83568075117371,1.1737089201877933,350010045022
Block Group 1; Census Tract 46.02; Bernalillo County; New Mexico,2661,200,115,567,2007,81,0,35,001,004602,1,2661,11.837655016910936,78.69222096956032,75.42277339346111,3.0439684329199546,350010046021
Block Group 2; Census Tract 46.02; Bernalillo County; New Mexico,1307,44,156,306,966,0,0,35,001,004602,2,1307,15.302218821729149,76.5876052027544,73.9097169089518,0.0,350010046022
Block Group 1; Census Tract 46.03; Bernalillo County; New Mexico,974,93,3,63,909,41,0,35,001,004603,1,974,9.856262833675565,93.53182751540041,93.32648870636551,4.209445585215605,350010046031
Block Group 2; Census Tract 46.03; Bernalillo County; New Mexico,380,0,19,151,217,0,0,35,001,004603,2,380,5.0,60.26315789473684,57.10526315789474,0.0,350010046032
Block Group 3; Census Tract 46.03; Bernalillo County; New Mexico,1831,225,56,212,1453,10,0,35,001,004603,3,1831,15.346805024576735,88.4216275259421,79.35554341889677,0.5461496450027308,350010046033
Block Group 1; Census Tract 46.04; Bernalillo County; New Mexico,2280,119,42,820,1423,11,18,35,001,004604,1,2280,7.06140350877193,64.03508771929825,62.41228070175438,1.2719298245614035,350010046041
Block Group 2; Census Tract 46.04; Bernalillo County; New Mexico,2769,242,9,208,2403,0,28,35,001,004604,2,2769,9.064644275911881,92.48826291079813,86.78223185265439,1.0111953773925604,350010046042
Block Group 1; Census Tract 47.12; Bernalillo County; New Mexico,2715,462,283,172,2047,0,0,35,001,004712,1,2715,27.440147329650095,93.6648250460405,75.39594843462247,0.0,350010047121
Block Group 2; Census Tract 47.12; Bernalillo County; New Mexico,1941,72,177,91,1638,0,0,35,001,004712,2,1941,12.828438948995363,95.31169500257599,84.38948995363215,0.0,350010047122
Block Group 3; Census Tract 47.12; Bernalillo County; New Mexico,2385,291,167,71,2212,0,0,35,001,004712,3,2385,19.20335429769392,97.0230607966457,92.74633123689728,0.0,350010047123
Block Group 1; Census Tract 47.13; Bernalillo County; New Mexico,1701,61,64,172,1266,0,0,35,001,004713,1,1701,7.348618459729571,89.88830099941211,74.42680776014109,0.0,350010047131
Block Group 2; Census Tract 47.13; Bernalillo County; New Mexico,2404,361,19,145,1901,0,0,35,001,004713,2,2404,15.806988352745424,93.96838602329451,79.0765391014975,0.0,350010047132
Block Group 3; Census Tract 47.13; Bernalillo County; New Mexico,3166,224,305,141,3006,21,0,35,001,004713,3,3166,16.708780795957043,95.54643082754264,94.94630448515477,0.6632975363234366,350010047133
Block Group 1; Census Tract 47.15; Bernalillo County; New Mexico,2765,133,523,240,2501,11,0,35,001,004715,1,2765,23.7251356238698,91.32007233273056,90.45207956600362,0.3978300180831827,350010047151
Block Group 2; Census Tract 47.15; Bernalillo County; New Mexico,1819,320,76,298,1515,11,0,35,001,004715,2,1819,21.77020340846619,83.61737218251787,83.28752061572293,0.6047278724573941,350010047152
Block Group 1; Census Tract 47.16; Bernalillo County; New Mexico,1234,14,263,421,736,0,53,35,001,004716,1,1234,22.44732576985413,65.88330632090762,59.643435980551054,4.294975688816856,350010047161
Block Group 2; Census Tract 47.16; Bernalillo County; New Mexico,1078,49,0,559,469,1,42,35,001,004716,2,1078,4.545454545454546,48.144712430426715,43.506493506493506,3.9888682745825603,350010047162
Block Group 1; Census Tract 47.20; Bernalillo County; New Mexico,2045,327,21,1081,769,0,107,35,001,004720,1,2045,17.017114914425427,47.13936430317849,37.603911980440095,5.232273838630807,350010047201
Block Group 2; Census Tract 47.20; Bernalillo County; New Mexico,1603,39,312,890,647,11,0,35,001,004720,2,1603,21.896444167186523,44.479101684341856,40.361821584529004,0.6862133499688085,350010047202
Block Group 1; Census Tract 47.22; Bernalillo County; New Mexico,1529,3,134,806,575,59,0,35,001,004722,1,1529,8.960104643557882,47.28580771746239,37.60627861347286,3.8587311968606928,350010047221
Block Group 2; Census Tract 47.22; Bernalillo County; New Mexico,910,187,95,343,254,0,0,35,001,004722,2,910,30.98901098901099,62.30769230769231,27.912087912087912,0.0,350010047222
Block Group 3; Census Tract 47.22; Bernalillo County; New Mexico,2781,0,0,938,1259,0,0,35,001,004722,3,2781,0.0,66.27112549442646,45.27148507731032,0.0,350010047223
Block Group 1; Census Tract 47.23; Bernalillo County; New Mexico,1869,183,67,1007,697,0,22,35,001,004723,1,1869,13.376136971642591,46.12092027822365,37.29266987693954,1.177100053504548,350010047231
Block Group 2; Census Tract 47.23; Bernalillo County; New Mexico,1146,0,111,332,605,0,195,35,001,004723,2,1146,9.68586387434555,71.02966841186736,52.79232111692844,17.015706806282722,350010047232
Block Group 3; Census Tract 47.23; Bernalillo County; New Mexico,1603,35,17,396,965,0,0,35,001,004723,3,1603,3.2439176543980035,75.29631940112289,60.19962570180911,0.0,350010047233
Block Group 4; Census Tract 47.23; Bernalillo County; New Mexico,2262,78,143,935,1154,26,57,35,001,004723,4,2262,9.770114942528735,58.66489832007073,51.01679929266136,3.669319186560566,350010047234
Block Group 1; Census Tract 47.24; Bernalillo County; New Mexico,1568,41,135,582,947,11,0,35,001,004724,1,1568,11.224489795918368,62.88265306122449,60.39540816326531,0.701530612244898,350010047241
Block Group 2; Census Tract 47.24; Bernalillo County; New Mexico,1362,53,54,545,724,11,0,35,001,004724,2,1362,7.856093979441997,59.98531571218796,53.15712187958884,0.8076358296622614,350010047242
Block Group 1; Census Tract 47.25; Bernalillo County; New Mexico,1227,2,7,370,848,0,0,35,001,004725,1,1227,0.7334963325183375,69.84515077424614,69.1116544417278,0.0,350010047251
Block Group 2; Census Tract 47.25; Bernalillo County; New Mexico,2016,19,75,619,1284,5,0,35,001,004725,2,2016,4.662698412698413,69.29563492063492,63.69047619047619,0.248015873015873,350010047252
Block Group 1; Census Tract 47.26; Bernalillo County; New Mexico,2124,94,102,723,1202,6,0,35,001,004726,1,2124,9.227871939736348,65.96045197740112,56.59133709981168,0.2824858757062147,350010047261
Block Group 1; Census Tract 47.27; Bernalillo County; New Mexico,1012,339,5,306,339,11,0,35,001,004727,1,1012,33.99209486166008,69.76284584980237,33.49802371541502,1.0869565217391304,350010047271
Block Group 2; Census Tract 47.27; Bernalillo County; New Mexico,1025,13,0,418,495,7,0,35,001,004727,2,1025,1.2682926829268293,59.21951219512196,48.292682926829265,0.6829268292682927,350010047272
Block Group 1; Census Tract 47.28; Bernalillo County; New Mexico,1849,268,72,522,1087,32,0,35,001,004728,1,1849,18.38831800973499,71.7685235262304,58.78853434288804,1.7306652244456464,350010047281
Block Group 2; Census Tract 47.28; Bernalillo County; New Mexico,797,82,0,403,305,28,0,35,001,004728,2,797,10.28858218318695,49.43538268506901,38.26850690087829,3.5131744040150563,350010047282
Block Group 3; Census Tract 47.28; Bernalillo County; New Mexico,1203,8,0,778,415,0,0,35,001,004728,3,1203,0.6650041562759768,35.328345802161266,34.49709060681629,0.0,350010047283
Block Group 4; Census Tract 47.28; Bernalillo County; New Mexico,1200,134,17,508,382,14,0,35,001,004728,4,1200,12.583333333333332,57.666666666666664,31.833333333333336,1.1666666666666667,350010047284
Block Group 1; Census Tract 47.29; Bernalillo County; New Mexico,2288,70,109,926,1178,62,0,35,001,004729,1,2288,7.823426573426573,59.52797202797202,51.48601398601399,2.7097902097902096,350010047291
Block Group 2; Census Tract 47.29; Bernalillo County; New Mexico,1665,0,342,726,862,10,15,35,001,004729,2,1665,20.54054054054054,56.3963963963964,51.77177177177177,1.5015015015015014,350010047292
Block Group 1; Census Tract 47.33; Bernalillo County; New Mexico,1356,0,113,81,1214,31,0,35,001,004733,1,1356,8.333333333333332,94.02654867256636,89.52802359882006,2.286135693215339,350010047331
Block Group 2; Census Tract 47.33; Bernalillo County; New Mexico,1683,70,127,97,1464,38,0,35,001,004733,2,1683,11.705288175876412,94.23648247177658,86.98752228163993,2.2578728461081403,350010047332
Block Group 3; Census Tract 47.33; Bernalillo County; New Mexico,1139,0,0,88,1051,22,0,35,001,004733,3,1139,0.0,92.2739244951712,92.2739244951712,1.9315188762071993,350010047333
Block Group 4; Census Tract 47.33; Bernalillo County; New Mexico,2091,115,1106,124,1578,22,53,35,001,004733,4,2091,58.39311334289814,94.06982305117168,75.46628407460545,3.5868005738880915,350010047334
Block Group 1; Census Tract 47.34; Bernalillo County; New Mexico,1980,247,669,93,1851,24,0,35,001,004734,1,1980,46.26262626262626,95.3030303030303,93.48484848484848,1.2121212121212122,350010047341
Block Group 2; Census Tract 47.34; Bernalillo County; New Mexico,1930,0,24,252,1614,24,0,35,001,004734,2,1930,1.2435233160621761,86.94300518134715,83.62694300518135,1.2435233160621761,350010047342
Block Group 3; Census Tract 47.34; Bernalillo County; New Mexico,822,173,0,0,822,20,0,35,001,004734,3,822,21.046228710462287,100.0,100.0,2.4330900243309004,350010047343
Block Group 4; Census Tract 47.34; Bernalillo County; New Mexico,1128,59,269,127,946,0,0,35,001,004734,4,1128,29.078014184397162,88.74113475177306,83.86524822695036,0.0,350010047344
Block Group 1; Census Tract 47.35; Bernalillo County; New Mexico,1138,71,274,150,849,5,0,35,001,004735,1,1138,30.316344463971877,86.8189806678383,74.60456942003515,0.4393673110720563,350010047351
Block Group 2; Census Tract 47.35; Bernalillo County; New Mexico,823,20,17,85,711,16,5,35,001,004735,2,823,4.495747266099635,89.6719319562576,86.39125151883353,2.551640340218712,350010047352
Block Group 1; Census Tract 47.36; Bernalillo County; New Mexico,1636,202,223,160,1409,0,0,35,001,004736,1,1636,25.977995110024448,90.2200488997555,86.12469437652813,0.0,350010047361
Block Group 1; Census Tract 47.37; Bernalillo County; New Mexico,3493,205,471,541,2382,0,0,35,001,004737,1,3493,19.352991697681077,84.51188090466648,68.19352991697681,0.0,350010047371
Block Group 2; Census Tract 47.37; Bernalillo County; New Mexico,3884,89,414,846,2681,0,0,35,001,004737,2,3884,12.950566426364574,78.2183316168898,69.02677651905252,0.0,350010047372
Block Group 3; Census Tract 47.37; Bernalillo County; New Mexico,1654,325,0,361,894,0,0,35,001,004737,3,1654,19.649334945586457,78.17412333736397,54.05078597339782,0.0,350010047373
Block Group 1; Census Tract 47.38; Bernalillo County; New Mexico,1551,139,390,173,1353,11,0,35,001,004738,1,1551,34.107027724049,88.84590586718247,87.2340425531915,0.7092198581560284,350010047381
Block Group 2; Census Tract 47.38; Bernalillo County; New Mexico,3272,61,921,279,2812,0,0,35,001,004738,2,3272,30.012224938875303,91.47310513447434,85.94132029339853,0.0,350010047382
Block Group 3; Census Tract 47.38; Bernalillo County; New Mexico,2067,146,380,214,1285,31,32,35,001,004738,3,2067,25.44750846637639,89.64683115626512,62.1673923560716,3.0478955007256894,350010047383
Block Group 1; Census Tract 47.39; Bernalillo County; New Mexico,3343,364,210,329,2904,0,0,35,001,004739,1,3343,17.170206401435838,90.15854023332336,86.86808256057434,0.0,350010047391
Block Group 2; Census Tract 47.39; Bernalillo County; New Mexico,1401,140,339,132,1145,0,0,35,001,004739,2,1401,34.18986438258387,90.5781584582441,81.72733761598859,0.0,350010047392
Block Group 3; Census Tract 47.39; Bernalillo County; New Mexico,1427,28,278,84,1150,0,0,35,001,004739,3,1427,21.443587946741417,94.11352487736511,80.58864751226349,0.0,350010047393
Block Group 4; Census Tract 47.39; Bernalillo County; New Mexico,891,100,0,38,759,0,0,35,001,004739,4,891,11.22334455667789,95.7351290684624,85.18518518518519,0.0,350010047394
Block Group 1; Census Tract 47.42; Bernalillo County; New Mexico,2321,200,209,694,1380,0,0,35,001,004742,1,2321,17.62171477811288,70.09909521757862,59.45713054717794,0.0,350010047421
Block Group 2; Census Tract 47.42; Bernalillo County; New Mexico,2895,157,19,769,1969,29,0,35,001,004742,2,2895,6.079447322970639,73.43696027633851,68.01381692573403,1.001727115716753,350010047422
Block Group 3; Census Tract 47.42; Bernalillo County; New Mexico,1057,91,76,91,768,0,10,35,001,004742,3,1057,15.799432355723747,91.3907284768212,72.65846736045411,0.9460737937559129,350010047423
Block Group 1; Census Tract 47.43; Bernalillo County; New Mexico,1996,130,245,438,1391,8,0,35,001,004743,1,1996,18.7875751503006,78.05611222444891,69.68937875751503,0.4008016032064128,350010047431
Block Group 2; Census Tract 47.43; Bernalillo County; New Mexico,2096,181,250,582,1310,0,0,35,001,004743,2,2096,20.56297709923664,72.2328244274809,62.5,0.0,350010047432
Block Group 1; Census Tract 47.44; Bernalillo County; New Mexico,1753,91,0,497,996,18,0,35,001,004744,1,1753,5.191100969766115,71.64860239589275,56.81688533941814,1.026811180832858,350010047441
Block Group 2; Census Tract 47.44; Bernalillo County; New Mexico,2886,32,0,582,1938,0,10,35,001,004744,2,2886,1.1088011088011087,79.83367983367984,67.15176715176715,0.3465003465003465,350010047442
Block Group 3; Census Tract 47.44; Bernalillo County; New Mexico,2921,118,0,1185,1575,0,46,35,001,004744,3,2921,4.039712427250942,59.431701472098595,53.91989044847655,1.574803149606299,350010047443
Block Group 1; Census Tract 47.45; Bernalillo County; New Mexico,3028,98,18,1614,1085,0,0,35,001,004745,1,3028,3.830911492734478,46.697490092470275,35.83223249669749,0.0,350010047451
Block Group 2; Census Tract 47.45; Bernalillo County; New Mexico,1144,63,0,681,270,0,0,35,001,004745,2,1144,5.5069930069930075,40.472027972027966,23.6013986013986,0.0,350010047452
Block Group 3; Census Tract 47.45; Bernalillo County; New Mexico,2436,108,53,672,1486,0,0,35,001,004745,3,2436,6.609195402298851,72.41379310344827,61.00164203612479,0.0,350010047453
Block Group 1; Census Tract 47.47; Bernalillo County; New Mexico,1822,73,46,1056,608,10,15,35,001,004747,1,1822,6.531284302963776,42.041712403951706,33.36992316136114,1.3721185510428102,350010047471
Block Group 2; Census Tract 47.47; Bernalillo County; New Mexico,449,20,11,208,193,0,12,35,001,004747,2,449,6.904231625835189,53.67483296213808,42.98440979955457,2.6726057906458798,350010047472
Block Group 3; Census Tract 47.47; Bernalillo County; New Mexico,2352,480,133,780,990,12,0,35,001,004747,3,2352,26.06292517006803,66.83673469387756,42.09183673469388,0.5102040816326531,350010047473
Block Group 1; Census Tract 47.49; Bernalillo County; New Mexico,2037,434,291,446,1212,12,102,35,001,004749,1,2037,35.59155621011291,78.10505645557193,59.499263622974965,5.596465390279824,350010047491
Block Group 2; Census Tract 47.49; Bernalillo County; New Mexico,1183,289,75,202,787,0,65,35,001,004749,2,1183,30.76923076923077,82.92476754015216,66.5257819103973,5.4945054945054945,350010047492
Block Group 3; Census Tract 47.49; Bernalillo County; New Mexico,1347,52,191,514,712,9,46,35,001,004749,3,1347,18.040089086859687,61.84112843355605,52.85820341499628,4.083147735708983,350010047493
Block Group 1; Census Tract 47.50; Bernalillo County; New Mexico,2609,80,134,551,1473,21,0,35,001,004750,1,2609,8.202376389421234,78.88079724032197,56.4584131851284,0.8049060942889995,350010047501
Block Group 2; Census Tract 47.50; Bernalillo County; New Mexico,1245,161,120,301,892,0,0,35,001,004750,2,1245,22.570281124497992,75.82329317269077,71.64658634538152,0.0,350010047502
Block Group 3; Census Tract 47.50; Bernalillo County; New Mexico,900,78,30,289,485,31,0,35,001,004750,3,900,12.0,67.88888888888889,53.888888888888886,3.4444444444444446,350010047503
Block Group 4; Census Tract 47.50; Bernalillo County; New Mexico,1467,41,338,261,860,0,0,35,001,004750,4,1467,25.835037491479206,82.20858895705521,58.62304021813224,0.0,350010047504
Block Group 1; Census Tract 47.52; Bernalillo County; New Mexico,2257,232,5,822,972,7,0,35,001,004752,1,2257,10.500664599025255,63.57997341603898,43.066016836508645,0.31014621178555607,350010047521
Block Group 2; Census Tract 47.52; Bernalillo County; New Mexico,1045,0,0,474,311,4,41,35,001,004752,2,1045,0.0,54.64114832535885,29.76076555023923,4.30622009569378,350010047522
Block Group 3; Census Tract 47.52; Bernalillo County; New Mexico,747,40,30,211,297,0,0,35,001,004752,3,747,9.370816599732262,71.75368139223562,39.75903614457831,0.0,350010047523
Block Group 1; Census Tract 47.53; Bernalillo County; New Mexico,2686,21,13,1059,1495,0,0,35,001,004753,1,2686,1.2658227848101267,60.57334326135517,55.65897244973939,0.0,350010047531
Block Group 2; Census Tract 47.53; Bernalillo County; New Mexico,1478,205,0,455,684,0,0,35,001,004753,2,1478,13.870094722598106,69.21515561569689,46.2787550744249,0.0,350010047532
Block Group 1; Census Tract 47.54; Bernalillo County; New Mexico,1859,244,36,568,705,0,0,35,001,004754,1,1859,15.06186121570737,69.44593867670791,37.92361484669177,0.0,350010047541
Block Group 2; Census Tract 47.54; Bernalillo County; New Mexico,2829,159,102,743,1810,17,0,35,001,004754,2,2829,9.225874867444327,73.7363025804171,63.98020501944149,0.6009190526687875,350010047542
Block Group 1; Census Tract 47.55; Bernalillo County; New Mexico,1666,34,0,560,907,0,0,35,001,004755,1,1666,2.0408163265306123,66.38655462184873,54.44177671068427,0.0,350010047551
Block Group 2; Census Tract 47.55; Bernalillo County; New Mexico,2110,51,2,844,976,8,0,35,001,004755,2,2110,2.5118483412322274,60.0,46.25592417061611,0.37914691943127965,350010047552
Block Group 1; Census Tract 47.56; Bernalillo County; New Mexico,4629,348,12,1621,2032,0,0,35,001,004756,1,4629,7.777057679844458,64.98163750270037,43.89717001512206,0.0,350010047561
Block Group 1; Census Tract 47.57; Bernalillo County; New Mexico,2684,24,477,1406,1091,22,135,35,001,004757,1,2684,18.66616989567809,47.61549925484352,40.64828614008942,5.849478390461997,350010047571
Block Group 2; Census Tract 47.57; Bernalillo County; New Mexico,1485,64,0,663,811,0,76,35,001,004757,2,1485,4.30976430976431,55.35353535353536,54.612794612794616,5.117845117845118,350010047572
Block Group 3; Census Tract 47.57; Bernalillo County; New Mexico,1165,0,0,433,622,0,0,35,001,004757,3,1165,0.0,62.832618025751074,53.39055793991416,0.0,350010047573
Block Group 1; Census Tract 47.58; Bernalillo County; New Mexico,1951,0,0,920,758,18,0,35,001,004758,1,1951,0.0,52.84469502819067,38.851870835468986,0.9226037929267042,350010047581
Block Group 2; Census Tract 47.58; Bernalillo County; New Mexico,1704,171,69,641,630,11,0,35,001,004758,2,1704,14.084507042253522,62.382629107981224,36.971830985915496,0.6455399061032864,350010047582
Block Group 1; Census Tract 47.59; Bernalillo County; New Mexico,1447,360,160,0,1447,0,0,35,001,004759,1,1447,35.9364201796821,100.0,100.0,0.0,350010047591
Block Group 2; Census Tract 47.59; Bernalillo County; New Mexico,1867,142,198,338,1316,0,47,35,001,004759,2,1867,18.21103374397429,81.89608998393145,70.48741296197107,2.5174076057846815,350010047592
Block Group 1; Census Tract 47.60; Bernalillo County; New Mexico,3089,163,597,360,1987,12,0,35,001,004760,1,3089,24.603431531239885,88.34574295888638,64.32502427970218,0.38847523470378764,350010047601
Block Group 2; Census Tract 47.60; Bernalillo County; New Mexico,973,106,534,37,903,0,88,35,001,004760,2,973,65.775950668037,96.19732785200411,92.80575539568345,9.044193216855087,350010047602
Block Group 1; Census Tract 47.61; Bernalillo County; New Mexico,2547,7,14,118,2329,7,0,35,001,004761,1,2547,0.8244994110718492,95.36709854731056,91.44091087553986,0.27483313702394974,350010047611
Block Group 1; Census Tract 47.62; Bernalillo County; New Mexico,1087,114,132,117,912,0,0,35,001,004762,1,1087,22.63109475620975,89.2364305427783,83.90064397424104,0.0,350010047621
Block Group 2; Census Tract 47.62; Bernalillo County; New Mexico,446,106,0,51,312,0,8,35,001,004762,2,446,23.766816143497756,88.56502242152466,69.95515695067265,1.7937219730941705,350010047622
Block Group 3; Census Tract 47.62; Bernalillo County; New Mexico,1885,71,393,96,1728,47,64,35,001,004762,3,1885,24.615384615384617,94.90716180371352,91.67108753315651,5.888594164456233,350010047623
Block Group 4; Census Tract 47.62; Bernalillo County; New Mexico,1250,82,0,26,1020,0,0,35,001,004762,4,1250,6.5600000000000005,97.92,81.6,0.0,350010047624
Block Group 1; Census Tract 47.63; Bernalillo County; New Mexico,2396,69,118,1307,1027,0,0,35,001,004763,1,2396,7.804674457429048,45.45075125208681,42.863105175292155,0.0,350010047631
Block Group 2; Census Tract 47.63; Bernalillo County; New Mexico,2380,75,219,645,1244,13,46,35,001,004763,2,2380,12.352941176470589,72.89915966386556,52.268907563025216,2.4789915966386555,350010047632
Block Group 1; Census Tract 47.64; Bernalillo County; New Mexico,1401,73,48,585,677,61,0,35,001,004764,1,1401,8.636688079942898,58.2441113490364,48.3226266952177,4.354032833690221,350010047641
Block Group 2; Census Tract 47.64; Bernalillo County; New Mexico,1863,250,85,617,943,0,42,35,001,004764,2,1863,17.981749865807835,66.88137412775093,50.617283950617285,2.254428341384863,350010047642
Block Group 1; Census Tract 48; Bernalillo County; New Mexico,1409,49,65,314,999,5,45,35,001,004800,1,1409,8.090844570617458,77.71469127040454,70.9013484740951,3.5486160397444997,350010048001
Block Group 2; Census Tract 48; Bernalillo County; New Mexico,1915,189,213,359,1161,36,11,35,001,004800,2,1915,20.99216710182768,81.2532637075718,60.62663185378591,2.4543080939947783,350010048002
Block Group 3; Census Tract 48; Bernalillo County; New Mexico,623,52,33,253,311,11,22,35,001,004800,3,623,13.643659711075443,59.3900481540931,49.919743178170144,5.296950240770466,350010048003
Block Group 1; Census Tract 49; Bernalillo County; New Mexico,1952,284,362,858,693,28,366,35,001,004900,1,1952,33.09426229508197,56.045081967213115,35.50204918032787,20.184426229508194,350010049001
Block Group 2; Census Tract 49; Bernalillo County; New Mexico,666,68,176,263,248,0,182,35,001,004900,2,666,36.63663663663664,60.51051051051051,37.23723723723724,27.32732732732733,350010049002
Block Group 3; Census Tract 49; Bernalillo County; New Mexico,935,62,70,650,161,31,91,35,001,004900,3,935,14.117647058823529,30.481283422459892,17.219251336898395,13.04812834224599,350010049003
Block Group 1; Census Tract 9405; Bernalillo County; New Mexico,788,31,17,504,222,3,0,35,001,940500,1,788,6.091370558375635,36.04060913705583,28.17258883248731,0.3807106598984772,350019405001
Block Group 2; Census Tract 9405; Bernalillo County; New Mexico,2156,37,29,1547,300,9,0,35,001,940500,2,2156,3.061224489795918,28.246753246753244,13.91465677179963,0.4174397031539889,350019405002
Block Group 1; Census Tract 9406.01; Bernalillo County; New Mexico,3148,31,0,1376,1288,0,21,35,001,940601,1,3148,0.9847522236340533,56.289707750952985,40.9148665819568,0.6670902160101652,350019406011
Block Group 2; Census Tract 9406.01; Bernalillo County; New Mexico,3146,392,0,845,1591,0,0,35,001,940601,2,3146,12.460267005721551,73.14049586776859,50.57215511760966,0.0,350019406012
Block Group 3; Census Tract 9406.01; Bernalillo County; New Mexico,4974,31,0,2336,1702,0,0,35,001,940601,3,4974,0.6232408524326498,53.035786087655815,34.21793325291516,0.0,350019406013
Block Group 1; Census Tract 9406.02; Bernalillo County; New Mexico,1456,162,281,0,29,67,14,35,001,940602,1,1456,30.42582417582417,100.0,1.9917582417582416,5.563186813186813,350019406021
Block Group 2; Census Tract 9406.02; Bernalillo County; New Mexico,590,230,108,218,262,0,0,35,001,940602,2,590,57.28813559322033,63.05084745762712,44.40677966101695,0.0,350019406022
Block Group 1; Census Tract 9407; Bernalillo County; New Mexico,2925,250,230,54,539,39,23,35,001,940700,1,2925,16.41025641025641,98.15384615384616,18.42735042735043,2.1196581196581197,350019407001
Block Group 1; Census Tract 9408; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,940800,1,0,,,,,350019408001
Block Group 2; Census Tract 9408; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,940800,2,0,,,,,350019408002
Block Group 3; Census Tract 9408; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,940800,3,0,,,,,350019408003
Block Group 4; Census Tract 9408; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,940800,4,0,,,,,350019408004
Block Group 1; Census Tract 9800; Bernalillo County; New Mexico,705,0,38,510,110,0,48,35,001,980000,1,705,5.390070921985815,27.6595744680851,15.602836879432624,6.808510638297872,350019800001
Block Group 2; Census Tract 9800; Bernalillo County; New Mexico,389,0,16,218,125,0,0,35,001,980000,2,389,4.113110539845758,43.958868894601544,32.13367609254499,0.0,350019800002
Block Group 3; Census Tract 9800; Bernalillo County; New Mexico,2330,33,303,1064,638,0,18,35,001,980000,3,2330,14.420600858369099,54.33476394849785,27.381974248927037,0.7725321888412017,350019800003
Block Group 4; Census Tract 9800; Bernalillo County; New Mexico,553,0,0,260,155,0,0,35,001,980000,4,553,0.0,52.98372513562387,28.028933092224236,0.0,350019800004
Block Group 1; Census Tract 9803; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,980300,1,0,,,,,350019803001
Block Group 1; Census Tract 9805; Bernalillo County; New Mexico,1231,0,0,267,737,0,0,35,001,980500,1,1231,0.0,78.31031681559708,59.87002437043054,0.0,350019805001
Block Group 1; Census Tract 9806; Bernalillo County; New Mexico,16,4,0,8,0,0,0,35,001,980600,1,16,25.0,50.0,0.0,0.0,350019806001
Block Group 2; Census Tract 9806; Bernalillo County; New Mexico,0,0,0,0,0,0,0,35,001,980600,2,0,,,,,350019806002
Block Group 1; Census Tract 9764.01; Catron County; New Mexico,1054,48,219,788,198,0,0,35,003,976401,1,1054,25.332068311195442,25.237191650853884,18.785578747628083,0.0,350039764011
Block Group 2; Census Tract 9764.01; Catron County; New Mexico,665,61,190,374,280,0,0,35,003,976401,2,665,37.74436090225564,43.7593984962406,42.10526315789473,0.0,350039764012
Block Group 1; Census Tract 9764.02; Catron County; New Mexico,540,0,86,503,37,37,49,35,003,976402,1,540,15.925925925925927,6.851851851851853,6.851851851851852,15.925925925925927,350039764021
Block Group 2; Census Tract 9764.02; Catron County; New Mexico,635,8,44,576,44,0,0,35,003,976402,2,635,8.188976377952756,9.291338582677167,6.929133858267717,0.0,350039764022
Block Group 3; Census Tract 9764.02; Catron County; New Mexico,791,63,53,668,0,29,0,35,003,976402,3,791,14.664981036662454,15.549936788874842,0.0,3.6662452591656134,350039764023
Block Group 1; Census Tract 2.01; Chaves County; New Mexico,335,142,26,233,102,0,0,35,005,000201,1,335,50.14925373134328,30.447761194029855,30.447761194029848,0.0,350050002011
Block Group 2; Census Tract 2.01; Chaves County; New Mexico,1006,0,99,509,480,21,0,35,005,000201,2,1006,9.840954274353876,49.40357852882704,47.713717693836976,2.0874751491053676,350050002012
Block Group 3; Census Tract 2.01; Chaves County; New Mexico,1460,107,74,386,1021,42,0,35,005,000201,3,1460,12.397260273972604,73.56164383561644,69.93150684931507,2.8767123287671232,350050002013
Block Group 4; Census Tract 2.01; Chaves County; New Mexico,330,4,55,135,119,0,0,35,005,000201,4,330,17.87878787878788,59.09090909090908,36.06060606060606,0.0,350050002014
Block Group 1; Census Tract 2.02; Chaves County; New Mexico,2033,717,235,670,1305,25,209,35,005,000202,1,2033,46.82734874569602,67.04377766847024,64.19085095917364,11.510083620265616,350050002021
Block Group 2; Census Tract 2.02; Chaves County; New Mexico,706,24,54,107,556,6,41,35,005,000202,2,706,11.048158640226628,84.84419263456091,78.75354107648725,6.6572237960339935,350050002022
Block Group 3; Census Tract 2.02; Chaves County; New Mexico,987,207,93,586,368,7,0,35,005,000202,3,987,30.3951367781155,40.62816616008106,37.28470111448835,0.7092198581560284,350050002023
Block Group 1; Census Tract 3.01; Chaves County; New Mexico,1398,15,95,362,975,47,0,35,005,000301,1,1398,7.868383404864092,74.10586552217453,69.74248927038627,3.3619456366237483,350050003011
